,CNPJ_CIA,DT_REFER,DENOM_CIA,CD_CVM,Acoes_ON,Acoes_PN,Tes_ON,Tes_PN,Total
0,00.000.000/0001-91,2011-03-31,BCO BRASIL S.A.,1023,2860729247.0,0.0,32.0,0.0,2860729247.0
1,00.000.000/0001-91,2011-06-30,BCO BRASIL S.A.,1023,2860729247.0,0.0,32.0,0.0,2860729247.0
2,00.000.000/0001-91,2011-09-30,BCO BRASIL S.A.,1023,2860729247.0,0.0,32.0,0.0,2860729247.0
3,00.000.000/0001-91,2011-12-31,BCO BRASIL S.A.,1023,2865416988.0,0.0,32.0,0.0,2865416988.0
4,00.000.000/0001-91,2012-03-31,BCO BRASIL S.A.,1023,2865416973.0,0.0,47.0,0.0,2865416973.0
5,00.000.000/0001-91,2012-06-30,BCO BRASIL S.A.,1023,2865416973.0,0.0,47.0,0.0,2865416973.0
6,00.000.000/0001-91,2012-09-30,BCO BRASIL S.A.,1023,2858171973.0,0.0,7245047.0,0.0,2858171973.0
7,00.000.000/0001-91,2012-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,20200047.0,0.0,2865417020.0
8,00.000.000/0001-91,2013-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,20200047.0,0.0,2865417020.0
9,00.000.000/0001-91,2013-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,26418028.0,0.0,2865417020.0
10,00.000.000/0001-91,2013-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,43723128.0,0.0,2865417020.0
11,00.000.000/0001-91,2013-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,56702328.0,0.0,2865417020.0
12,00.000.000/0001-91,2014-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,61699534.0,0.0,2865417020.0
13,00.000.000/0001-91,2014-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,66535220.0,0.0,2865417020.0
14,00.000.000/0001-91,2014-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,68241620.0,0.0,2865417020.0
15,00.000.000/0001-91,2014-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,68881576.0,0.0,2865417020.0
16,00.000.000/0001-91,2015-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,69250818.0,0.0,2865417020.0
17,00.000.000/0001-91,2015-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,69240496.0,0.0,2865417020.0
18,00.000.000/0001-91,2015-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,72864196.0,0.0,2865417020.0
19,00.000.000/0001-91,2015-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,72864196.0,0.0,2865417020.0
20,00.000.000/0001-91,2016-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,80666466.0,0.0,2865417020.0
21,00.000.000/0001-91,2016-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,80666466.0,0.0,2865417020.0
22,00.000.000/0001-91,2016-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,80666497.0,0.0,2865417020.0
23,00.000.000/0001-91,2016-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,80666497.0,0.0,2865417020.0
24,00.000.000/0001-91,2017-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,80555835.0,0.0,2865417020.0
25,00.000.000/0001-91,2017-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,80463476.0,0.0,2865417020.0
26,00.000.000/0001-91,2017-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,80463476.0,0.0,2865417020.0
27,00.000.000/0001-91,2017-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,80463476.0,0.0,2865417020.0
28,00.000.000/0001-91,2018-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,80193959.0,0.0,2865417020.0
29,00.000.000/0001-91,2018-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,80181562.0,0.0,2865417020.0
30,00.000.000/0001-91,2018-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,79886296.0,0.0,2865417020.0
31,00.000.000/0001-91,2018-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,79886296.0,0.0,2865417020.0
32,00.000.000/0001-91,2019-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,78944518.0,0.0,2865417020.0
33,00.000.000/0001-91,2019-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,78936493.0,0.0,2865417020.0
34,00.000.000/0001-91,2019-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,78151583.0,0.0,2865417020.0
35,00.000.000/0001-91,2019-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,14459169.0,0.0,2865417020.0
36,00.000.000/0001-91,2020-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,13248540.0,0.0,2865417020.0
37,00.000.000/0001-91,2020-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,13247103.0,0.0,2865417020.0
38,00.000.000/0001-91,2020-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,12178134.0,0.0,2865417020.0
39,00.000.000/0001-91,2020-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,12175335.0,0.0,2865417020.0
40,00.000.000/0001-91,2021-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,11975061.0,0.0,2865417020.0
41,00.000.000/0001-91,2021-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,12017619.0,0.0,2865417020.0
42,00.000.000/0001-91,2021-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,12017619.0,0.0,2865417020.0
43,00.000.000/0001-91,2021-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,11974636.0,0.0,2865417020.0
44,00.000.000/0001-91,2022-03-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,11830375.0,0.0,2865417020.0
45,00.000.000/0001-91,2022-06-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,11780761.0,0.0,2865417020.0
46,00.000.000/0001-91,2022-09-30,BCO BRASIL S.A.,1023,2865417020.0,0.0,11780761.0,0.0,2865417020.0
47,00.000.000/0001-91,2022-12-31,BCO BRASIL S.A.,1023,2865417020.0,0.0,11780761.0,0.0,2865417020.0
48,00.000.208/0001-00,2011-03-31,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
49,00.000.208/0001-00,2011-06-30,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
50,00.000.208/0001-00,2011-09-30,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
51,00.000.208/0001-00,2011-12-31,BRB BCO DE BRASILIA S.A.,14206,28014650.0,8290000.0,0.0,0.0,36304650.0
52,00.000.208/0001-00,2012-03-31,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
53,00.000.208/0001-00,2012-06-30,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
54,00.000.208/0001-00,2012-09-30,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
55,00.000.208/0001-00,2012-12-31,BRB BCO DE BRASILIA S.A.,14206,28015.0,8290.0,0.0,0.0,36305.0
56,00.000.208/0001-00,2013-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
57,00.000.208/0001-00,2013-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
58,00.000.208/0001-00,2013-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
59,00.000.208/0001-00,2013-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
60,00.000.208/0001-00,2014-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
61,00.000.208/0001-00,2014-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
62,00.000.208/0001-00,2014-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
63,00.000.208/0001-00,2014-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
64,00.000.208/0001-00,2015-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
65,00.000.208/0001-00,2015-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
66,00.000.208/0001-00,2015-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
67,00.000.208/0001-00,2015-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
68,00.000.208/0001-00,2016-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
69,00.000.208/0001-00,2016-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
70,00.000.208/0001-00,2016-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
71,00.000.208/0001-00,2016-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
72,00.000.208/0001-00,2017-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
73,00.000.208/0001-00,2017-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
74,00.000.208/0001-00,2017-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
75,00.000.208/0001-00,2017-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
76,00.000.208/0001-00,2018-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
77,00.000.208/0001-00,2018-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
78,00.000.208/0001-00,2018-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
79,00.000.208/0001-00,2018-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
80,00.000.208/0001-00,2019-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
81,00.000.208/0001-00,2019-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
82,00.000.208/0001-00,2019-09-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
83,00.000.208/0001-00,2019-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
84,00.000.208/0001-00,2020-03-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
85,00.000.208/0001-00,2020-06-30,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
86,00.000.208/0001-00,2020-09-30,BRB BCO DE BRASILIA S.A.,14206,28014650.0,8290000.0,0.0,0.0,36304650.0
87,00.000.208/0001-00,2020-12-31,BRB BCO DE BRASILIA S.A.,14206,28014.0,8290.0,0.0,0.0,36304.0
88,00.000.208/0001-00,2021-03-31,BRB BCO DE BRASILIA S.A.,14206,280146.0,82900.0,0.0,0.0,363046.0
89,00.000.208/0001-00,2021-06-30,BRB BCO DE BRASILIA S.A.,14206,280146.0,82900.0,0.0,0.0,363046.0
90,00.000.208/0001-00,2021-09-30,BRB BCO DE BRASILIA S.A.,14206,280146.0,82900.0,0.0,0.0,363046.0
91,00.000.208/0001-00,2021-12-31,BRB BCO DE BRASILIA S.A.,14206,280146000.0,82900000.0,0.0,0.0,363046000.0
92,00.000.208/0001-00,2022-03-31,BRB BCO DE BRASILIA S.A.,14206,280146500000.0,82900000000.0,0.0,0.0,363046500000.0
93,00.000.208/0001-00,2022-06-30,BRB BCO DE BRASILIA S.A.,14206,280147000.0,82900000.0,0.0,0.0,363047000.0
94,00.000.208/0001-00,2022-09-30,BRB BCO DE BRASILIA S.A.,14206,280147000.0,82900000.0,0.0,0.0,363047000.0
95,00.000.208/0001-00,2022-12-31,BRB BCO DE BRASILIA S.A.,14206,280146000.0,82900000.0,0.0,0.0,363046000.0
96,00.001.180/0001-26,2011-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
97,00.001.180/0001-26,2011-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
98,00.001.180/0001-26,2011-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
99,00.001.180/0001-26,2011-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
100,00.001.180/0001-26,2012-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
101,00.001.180/0001-26,2012-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
102,00.001.180/0001-26,2012-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
103,00.001.180/0001-26,2012-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
104,00.001.180/0001-26,2013-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
105,00.001.180/0001-26,2013-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
106,00.001.180/0001-26,2013-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
107,00.001.180/0001-26,2013-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
108,00.001.180/0001-26,2014-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
109,00.001.180/0001-26,2014-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
110,00.001.180/0001-26,2014-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
111,00.001.180/0001-26,2014-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
112,00.001.180/0001-26,2015-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
113,00.001.180/0001-26,2015-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
114,00.001.180/0001-26,2015-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
115,00.001.180/0001-26,2015-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
116,00.001.180/0001-26,2016-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
117,00.001.180/0001-26,2016-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
118,00.001.180/0001-26,2016-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
119,00.001.180/0001-26,2016-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
120,00.001.180/0001-26,2017-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
121,00.001.180/0001-26,2017-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
122,00.001.180/0001-26,2017-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
123,00.001.180/0001-26,2017-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
124,00.001.180/0001-26,2018-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
125,00.001.180/0001-26,2018-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
126,00.001.180/0001-26,2018-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
127,00.001.180/0001-26,2018-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
128,00.001.180/0001-26,2019-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
129,00.001.180/0001-26,2019-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
130,00.001.180/0001-26,2019-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
131,00.001.180/0001-26,2019-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1087050297.0,265583803.0,0.0,0.0,1352634100.0
132,00.001.180/0001-26,2020-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
133,00.001.180/0001-26,2020-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
134,00.001.180/0001-26,2020-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
135,00.001.180/0001-26,2020-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
136,00.001.180/0001-26,2021-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
137,00.001.180/0001-26,2021-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
138,00.001.180/0001-26,2021-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288842596.0,280088314.0,0.0,0.0,1568930910.0
139,00.001.180/0001-26,2021-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288843000.0,280088000.0,0.0,0.0,1568931000.0
140,00.001.180/0001-26,2022-03-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1288843000.0,280088000.0,0.0,0.0,1568931000.0
141,00.001.180/0001-26,2022-06-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,1916518000.0,280088000.0,0.0,0.0,2196606000.0
142,00.001.180/0001-26,2022-09-30,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,2021139000.0,280088000.0,0.0,0.0,2301227000.0
143,00.001.180/0001-26,2022-12-31,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,2021139000.0,280088000.0,0.0,0.0,2301227000.0
144,00.070.698/0001-11,2011-03-31,CIA ENERGETICA DE BRASILIA,14451,4576.0,4607.0,0.0,0.0,9183.0
145,00.070.698/0001-11,2011-06-30,CIA ENERGETICA DE BRASILIA,14451,4576.0,4607.0,0.0,0.0,9183.0
146,00.070.698/0001-11,2011-09-30,CIA ENERGETICA DE BRASILIA,14451,4576.0,4607.0,0.0,0.0,9183.0
147,00.070.698/0001-11,2011-12-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
148,00.070.698/0001-11,2012-03-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
149,00.070.698/0001-11,2012-06-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
150,00.070.698/0001-11,2012-09-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
151,00.070.698/0001-11,2012-12-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
152,00.070.698/0001-11,2013-03-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
153,00.070.698/0001-11,2013-06-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
154,00.070.698/0001-11,2013-09-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
155,00.070.698/0001-11,2013-12-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
156,00.070.698/0001-11,2014-03-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
157,00.070.698/0001-11,2014-06-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
158,00.070.698/0001-11,2014-09-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
159,00.070.698/0001-11,2014-12-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
160,00.070.698/0001-11,2015-03-31,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
161,00.070.698/0001-11,2015-06-30,CIA ENERGETICA DE BRASILIA,14451,4576432.0,4607026.0,0.0,0.0,9183458.0
162,00.070.698/0001-11,2015-09-30,CIA ENERGETICA DE BRASILIA,14451,7184179.0,7232205.0,0.0,0.0,14416384.0
163,00.070.698/0001-11,2015-12-31,CIA ENERGETICA DE BRASILIA,14451,7184187.0,7232196.0,0.0,0.0,14416383.0
164,00.070.698/0001-11,2016-03-31,CIA ENERGETICA DE BRASILIA,14451,7184187.0,7232196.0,0.0,0.0,14416383.0
165,00.070.698/0001-11,2016-06-30,CIA ENERGETICA DE BRASILIA,14451,7184187.0,7232196.0,0.0,0.0,14416383.0
166,00.070.698/0001-11,2016-09-30,CIA ENERGETICA DE BRASILIA,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
167,00.070.698/0001-11,2016-12-31,CIA ENERGETICA DE BRASILIA,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
168,00.070.698/0001-11,2017-03-31,CIA ENERGETICA DE BRASILIA,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
169,00.070.698/0001-11,2017-06-30,CIA ENERGETICA DE BRASILIA,14451,7184187.0,7232196.0,0.0,0.0,14416383.0
170,00.070.698/0001-11,2017-09-30,CIA ENERGETICA DE BRASILIA,14451,7184187.0,7232196.0,0.0,0.0,14416383.0
171,00.070.698/0001-11,2017-12-31,CIA ENERGETICA DE BRASILIA,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
172,00.070.698/0001-11,2018-03-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
173,00.070.698/0001-11,2018-06-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
174,00.070.698/0001-11,2018-09-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
175,00.070.698/0001-11,2018-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
176,00.070.698/0001-11,2019-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
177,00.070.698/0001-11,2020-03-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
178,00.070.698/0001-11,2020-06-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
179,00.070.698/0001-11,2020-09-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
180,00.070.698/0001-11,2020-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
181,00.070.698/0001-11,2021-03-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7232205.0,0.0,0.0,14416383.0
182,00.070.698/0001-11,2021-06-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7242205.0,0.0,0.0,14426383.0
183,00.070.698/0001-11,2021-09-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,7184178.0,7242205.0,0.0,0.0,14426383.0
184,00.070.698/0001-11,2021-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,35920890.0,36161025.0,0.0,0.0,72081915.0
185,00.070.698/0001-11,2022-03-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,35920890.0,36161025.0,0.0,0.0,72081915.0
186,00.070.698/0001-11,2022-06-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,35920890.0,36161025.0,0.0,0.0,72081915.0
187,00.070.698/0001-11,2022-09-30,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,35920890.0,36161025.0,0.0,0.0,72081915.0
188,00.070.698/0001-11,2022-12-31,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,14451,35920890.0,36161025.0,0.0,0.0,72081915.0
189,00.080.671/0001-00,2020-12-31,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
190,00.080.671/0001-00,2021-03-31,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
191,00.080.671/0001-00,2021-06-30,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
192,00.080.671/0001-00,2021-09-30,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
193,00.080.671/0001-00,2021-12-31,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
194,00.080.671/0001-00,2022-03-31,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
195,00.080.671/0001-00,2022-06-30,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
196,00.080.671/0001-00,2022-09-30,CARAMURU ALIMENTOS S.A.,26190,244440000.0,0.0,0.0,0.0,244440000.0
197,00.080.671/0001-00,2022-12-31,CARAMURU ALIMENTOS S.A.,26190,24444000.0,0.0,0.0,0.0,24444000.0
198,00.095.147/0001-02,2011-03-31,VBC ENERGIA SA,14540,3901228.0,140060.0,0.0,0.0,4041288.0
